RiskRank,Id,RiskScore,RiskScorePercent,Threshold,ReviewRequired,Decision,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
20,9827,0.82394907614343,82.394907614343,0.07424190003697577,1,대출 보류(추가 심사),0.99787943,43,1,0.769390942,1920.0,6,6,0,2,4.0
21,73814,0.8221049621243394,82.21049621243394,0.07424190003697577,1,대출 보류(추가 심사),0.990336554,56,3,0.585283147,2948.0,8,4,1,2,2.0
22,48321,0.8214596758228859,82.14596758228859,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,58,98,0.012987013,1000.0,0,98,0,98,0.0
23,68022,0.8196302270854542,81.96302270854542,0.07424190003697577,1,대출 보류(추가 심사),0.986396256,38,4,0.633065923,8600.0,7,3,2,3,3.0
24,93997,0.8176155627986752,81.76155627986752,0.07424190003697577,1,대출 보류(추가 심사),1.01030422,62,3,1.591829085,2667.0,14,4,1,0,0.0
25,18221,0.8175611236704502,81.75611236704502,0.07424190003697577,1,대출 보류(추가 심사),1.183686696,53,4,0.129407051,4991.0,11,8,0,4,0.0
26,12159,0.8163175868509127,81.63175868509127,0.07424190003697577,1,대출 보류(추가 심사),1.137837019,32,0,0.983882521,2791.0,5,8,1,2,4.0
27,14117,0.8155429722921552,81.55429722921552,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,55,98,0.0,2080.0,0,98,0,98,0.0
28,6675,0.8147504974685035,81.47504974685035,0.07424190003697577,1,대출 보류(추가 심사),1.713216958,50,1,2938.0,,2,5,1,2,0.0
29,51165,0.8142522251591345,81.42522251591345,0.07424190003697577,1,대출 보류(추가 심사),0.931809638,41,3,0.588765888,7316.0,12,6,1,2,1.0
30,56259,0.8138896700408981,81.3889670040898,0.07424190003697577,1,대출 보류(추가 심사),0.952117383,35,3,1.341664584,4000.0,19,1,1,3,3.0
31,30440,0.8118744133799483,81.18744133799483,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,56,98,0.0,2041.0,0,98,0,98,0.0
32,49727,0.8110634445115443,81.10634445115443,0.07424190003697577,1,대출 보류(추가 심사),1.109780439,36,4,0.240809029,8948.0,9,7,0,1,0.0
33,69310,0.8108710199161633,81.08710199161632,0.07424190003697577,1,대출 보류(추가 심사),1.283433134,60,1,0.220896485,3100.0,5,6,1,2,1.0
34,25687,0.810373302320841,81.0373302320841,0.07424190003697577,1,대출 보류(추가 심사),1.313924939,41,4,1285.0,,7,3,0,1,0.0
35,72992,0.8101928127632224,81.01928127632225,0.07424190003697577,1,대출 보류(추가 심사),1.152790888,56,2,894.5,1.0,7,5,1,2,2.0
36,39088,0.8098964067873088,80.98964067873088,0.07424190003697577,1,대출 보류(추가 심사),1.249167222,53,1,270.0,,3,4,0,3,0.0
37,1235,0.8096772013539065,80.96772013539065,0.07424190003697577,1,대출 보류(추가 심사),0.976398044,39,3,0.858885675,7950.0,9,6,2,3,2.0
38,3150,0.8081317245305546,80.81317245305546,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,36,3,0.698120939,17082.0,6,7,5,0,0.0
39,58797,0.8074703870839651,80.74703870839652,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,59,98,0.0,2297.0,0,98,0,98,0.0
40,11456,0.8063232953626094,80.63232953626094,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,57,98,0.0,3000.0,0,98,0,98,0.0
41,42135,0.8055856971370784,80.55856971370784,0.07424190003697577,1,대출 보류(추가 심사),1.055568472,35,3,0.313178047,6267.0,7,2,2,2,3.0
42,91363,0.8054411473674364,80.54411473674364,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,55,98,131.0,,0,98,0,98,0.0
43,70138,0.8046411160501247,80.46411160501246,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,55,98,0.0,2100.0,0,98,0,98,1.0
44,83324,0.8038514520980173,80.38514520980173,0.07424190003697577,1,대출 보류(추가 심사),1.246612466,66,5,0.749785775,3500.0,12,3,1,4,1.0
45,50214,0.802932931032889,80.2932931032889,0.07424190003697577,1,대출 보류(추가 심사),1.241576242,34,3,0.052654966,4500.0,5,4,0,1,0.0
46,33004,0.8022537513245519,80.22537513245518,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,54,98,0.0,,0,98,0,98,0.0
47,44269,0.8022537513245519,80.22537513245518,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,55,98,0.0,,0,98,0,98,0.0
48,45636,0.8022537513245519,80.22537513245518,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,54,98,0.0,,0,98,0,98,
49,26160,0.801273727410948,80.1273727410948,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,59,98,0.0,1846.0,0,98,0,98,0.0
50,62921,0.8000690290546495,80.00690290546495,0.07424190003697577,1,대출 보류(추가 심사),1.099380124,46,4,0.613603473,2763.0,4,3,1,3,0.0
51,405,0.7991479542456471,79.91479542456472,0.07424190003697577,1,대출 보류(추가 심사),1.103039211,58,2,0.32835038,7625.0,13,5,1,7,1.0
52,19848,0.7990593615609676,79.90593615609676,0.07424190003697577,1,대출 보류(추가 심사),1.064257028,59,3,0.072582854,3650.0,13,4,0,1,0.0
53,43740,0.797829980060668,79.78299800606679,0.07424190003697577,1,대출 보류(추가 심사),1.018322581,47,3,1.583868665,1400.0,3,2,1,2,4.0
54,11491,0.7973687519820865,79.73687519820865,0.07424190003697577,1,대출 보류(추가 심사),0.0,57,1,0.66523478,6750.0,11,4,3,5,0.0
55,88641,0.7972404250097478,79.72404250097478,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,48,0,7203.0,,3,5,1,2,0.0
56,90178,0.7951218345252135,79.51218345252134,0.07424190003697577,1,대출 보류(추가 심사),0.923019245,50,0,1.064668332,3602.0,11,4,3,2,0.0
57,62077,0.7949641309084596,79.49641309084596,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,33,4,0.501687289,2666.0,5,3,0,2,4.0
58,99226,0.7948039076733552,79.48039076733552,0.07424190003697577,1,대출 보류(추가 심사),1.20985597,33,4,0.580513559,8333.0,6,2,2,0,0.0
59,47747,0.7943709865183535,79.43709865183534,0.07424190003697577,1,대출 보류(추가 심사),0.970538563,44,7,0.842692885,6000.0,20,4,2,2,1.0
60,37634,0.7940797322549126,79.40797322549126,0.07424190003697577,1,대출 보류(추가 심사),1.038174686,45,4,0.820419693,4955.0,16,0,1,4,3.0
61,84779,0.7931146529060097,79.31146529060096,0.07424190003697577,1,대출 보류(추가 심사),0.940724871,67,3,10.50181143,11316.0,12,3,4,2,0.0
62,10068,0.7927995810623483,79.27995810623483,0.07424190003697577,1,대출 보류(추가 심사),1.210113681,49,4,0.489045729,6800.0,7,3,1,1,2.0
63,67810,0.7910247507688779,79.10247507688779,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,59,98,0.007462687,3617.0,0,98,0,98,0.0
64,80108,0.7896699013078823,78.96699013078823,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,40,4,1.138572286,5000.0,12,3,5,3,2.0
65,58280,0.7896461871594931,78.96461871594931,0.07424190003697577,1,대출 보류(추가 심사),1.360053777,45,19,2677.0,,24,0,2,2,1.0
66,92554,0.7886562530675795,78.86562530675795,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,35,1,0.573094544,2400.0,6,8,0,2,0.0
67,84535,0.7884236170570041,78.84236170570041,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,29,2,0.585641698,6100.0,4,7,2,1,0.0
68,59019,0.7883491278995364,78.83491278995363,0.07424190003697577,1,대출 보류(추가 심사),0.926113492,63,0,0.626128266,2104.0,7,4,0,2,0.0
69,9310,0.7862705111976267,78.62705111976267,0.07424190003697577,1,대출 보류(추가 심사),1.091283131,56,3,0.606003605,12758.0,8,5,2,2,2.0
70,26794,0.785839915650059,78.58399156500589,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,44,5,1.607280862,4916.0,5,3,3,2,2.0
71,11098,0.7850130072282685,78.50130072282685,0.07424190003697577,1,대출 보류(추가 심사),0.983252893,37,2,1.100345274,4633.0,15,0,2,5,1.0
72,84811,0.7826006669678269,78.26006669678269,0.07424190003697577,1,대출 보류(추가 심사),0.814994274,41,3,0.469480806,6798.0,9,5,2,4,2.0
73,44586,0.7820096129233204,78.20096129233204,0.07424190003697577,1,대출 보류(추가 심사),0.931273863,71,4,0.638088783,2950.0,15,2,1,3,0.0
74,18934,0.7812677905772978,78.12677905772978,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,56,98,0.0,,0,98,0,98,0.0
75,78878,0.7812677905772978,78.12677905772978,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,56,98,0.0,,0,98,0,98,0.0
76,33732,0.7803425513652432,78.03425513652432,0.07424190003697577,1,대출 보류(추가 심사),1.334832584,39,1,1.125720877,2600.0,3,3,1,2,1.0
77,42663,0.7803388038248443,78.03388038248443,0.07424190003697577,1,대출 보류(추가 심사),0.880457102,59,4,0.877784123,3501.0,10,11,0,1,0.0
78,99256,0.7800066749070762,78.00066749070763,0.07424190003697577,1,대출 보류(추가 심사),1.039593576,36,1,0.183495282,7100.0,7,5,0,1,2.0
79,41279,0.7798727635121758,77.98727635121759,0.07424190003697577,1,대출 보류(추가 심사),0.887086004,58,1,0.489114033,13916.0,17,6,7,3,0.0
80,64010,0.7798514949838171,77.98514949838172,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,62,98,0.0,2080.0,0,98,0,98,1.0
81,99075,0.7784582658134231,77.84582658134231,0.07424190003697577,1,대출 보류(추가 심사),0.885057471,62,6,0.470483495,7300.0,6,4,1,1,3.0
82,40196,0.7777133353193558,77.77133353193558,0.07424190003697577,1,대출 보류(추가 심사),1.204690952,37,5,0.640496242,11042.0,15,3,1,1,0.0
83,32577,0.7773826854529637,77.73826854529638,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,47,0,0.391933816,2900.0,4,5,2,2,4.0
84,9189,0.777026889982886,77.70268899828861,0.07424190003697577,1,대출 보류(추가 심사),0.913621262,49,3,0.242479305,4952.0,10,4,1,4,2.0
85,49309,0.7759033663790833,77.59033663790834,0.07424190003697577,1,대출 보류(추가 심사),1.081690945,49,4,809.0,,7,3,0,0,0.0
86,44842,0.7754970675965406,77.54970675965406,0.07424190003697577,1,대출 보류(추가 심사),1.016412793,39,3,0.73215848,8000.0,16,0,2,2,2.0
87,37175,0.775209977694954,77.52099776949541,0.07424190003697577,1,대출 보류(추가 심사),1.01687865,68,4,0.505613908,2760.0,12,3,0,2,0.0
88,24640,0.7749863264411953,77.49863264411952,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,47,3,0.499800027,7500.0,7,7,2,1,0.0
89,87564,0.7749595898969384,77.49595898969383,0.07424190003697577,1,대출 보류(추가 심사),1.006165639,35,4,1.333333333,2666.0,7,9,2,1,2.0
90,59338,0.7745293456299099,77.45293456299099,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,57,98,12.0,,0,98,0,98,
91,64702,0.7738000189712162,77.38000189712162,0.07424190003697577,1,대출 보류(추가 심사),1.169415292,52,2,0.421639344,4574.0,3,3,1,3,0.0
92,68974,0.7736251931221493,77.36251931221493,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,43,4,1.298722932,1800.0,6,2,3,2,3.0
93,75396,0.7732122229581262,77.32122229581262,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,58,98,21.0,,0,98,0,98,0.0
94,67925,0.7727814875192052,77.27814875192051,0.07424190003697577,1,대출 보류(추가 심사),1.260176149,50,1,0.228688267,3178.0,6,8,0,0,0.0
95,78706,0.7718039050767554,77.18039050767554,0.07424190003697577,1,대출 보류(추가 심사),0.871514016,41,1,1.752506,7082.0,17,2,8,6,1.0
96,78730,0.7716668097988008,77.16668097988007,0.07424190003697577,1,대출 보류(추가 심사),0.942779292,53,4,3081.0,,7,4,1,2,1.0
97,21524,0.7712881547983331,77.1288154798333,0.07424190003697577,1,대출 보류(추가 심사),1.090549183,61,3,0.580883823,5000.0,15,0,2,4,0.0
98,67667,0.7712502426303011,77.12502426303011,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,42,1,0.12435026,2500.0,3,7,0,2,2.0
99,65773,0.7709605362807298,77.09605362807298,0.07424190003697577,1,대출 보류(추가 심사),1.104257168,37,1,0.330878485,1900.0,5,4,1,2,1.0
100,65127,0.7705414465058099,77.054144650581,0.07424190003697577,1,대출 보류(추가 심사),0.763091216,66,3,0.506456241,2787.0,8,6,0,3,0.0
101,17544,0.7700592090439757,77.00592090439757,0.07424190003697577,1,대출 보류(추가 심사),0.742574257,45,4,0.462812452,6520.0,11,3,1,3,3.0
102,23493,0.7688604349758922,76.88604349758921,0.07424190003697577,1,대출 보류(추가 심사),1.103324025,46,5,1.051422695,8750.0,8,3,6,1,4.0
103,71849,0.7687935990456664,76.87935990456664,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,61,98,0.0,,0,98,0,98,0.0
104,36967,0.7686448106312538,76.86448106312538,0.07424190003697577,1,대출 보류(추가 심사),1.171219187,50,1,264.0,,3,5,0,0,0.0
105,68829,0.7684273618208298,76.84273618208299,0.07424190003697577,1,대출 보류(추가 심사),1.069477373,27,2,1798.0,,6,3,0,1,1.0
106,28008,0.766867264429109,76.6867264429109,0.07424190003697577,1,대출 보류(추가 심사),0.97410259,63,1,0.393054459,3800.0,8,6,0,2,1.0
107,74765,0.7667416546356902,76.67416546356903,0.07424190003697577,1,대출 보류(추가 심사),1.633587786,35,3,0.450248756,2813.0,4,2,0,2,3.0
108,57714,0.766328465377731,76.6328465377731,0.07424190003697577,1,대출 보류(추가 심사),1.070093458,34,3,0.455834242,916.0,5,2,0,3,0.0
109,25509,0.7658467572059687,76.58467572059688,0.07424190003697577,1,대출 보류(추가 심사),1.511627907,22,1,247.0,,3,4,0,0,
110,67194,0.7657481671501686,76.57481671501685,0.07424190003697577,1,대출 보류(추가 심사),1.334661355,54,1,164.0,,3,4,0,1,0.0
111,24865,0.7651473544958344,76.51473544958344,0.07424190003697577,1,대출 보류(추가 심사),0.638357298,47,5,0.805736636,2300.0,15,6,1,2,1.0
112,52244,0.7649349569494289,76.4934956949429,0.07424190003697577,1,대출 보류(추가 심사),0.517340292,92,3,2927.0,,19,2,1,3,0.0
113,52270,0.7635494942181735,76.35494942181735,0.07424190003697577,1,대출 보류(추가 심사),2.462686567,33,1,0.756355932,1887.0,4,3,1,2,3.0
114,80055,0.7634467541393034,76.34467541393035,0.07424190003697577,1,대출 보류(추가 심사),1.125467351,36,6,0.501757093,11666.0,13,0,2,2,1.0
115,18688,0.7632713731031152,76.32713731031153,0.07424190003697577,1,대출 보류(추가 심사),0.922011998,34,3,0.5659257,6567.0,6,2,1,4,2.0
116,57012,0.7627937019177491,76.27937019177492,0.07424190003697577,1,대출 보류(추가 심사),1.634408602,71,2,0.1243208,4600.0,6,5,0,1,0.0
117,13752,0.762538445587034,76.25384455870339,0.07424190003697577,1,대출 보류(추가 심사),1.254745255,62,3,972.0,,6,3,1,0,0.0
118,68584,0.7614195999609561,76.14195999609561,0.07424190003697577,1,대출 보류(추가 심사),0.969752521,43,7,3212.0,,15,3,3,3,0.0
119,25327,0.7610365656299188,76.10365656299189,0.07424190003697577,1,대출 보류(추가 심사),1.363386907,55,2,731.0,,7,3,0,5,0.0
120,41711,0.7609454198481727,76.09454198481727,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,42,1,0.785214785,1000.0,2,6,1,0,0.0
121,95362,0.7605590124092826,76.05590124092826,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,60,98,0.0,3214.0,0,98,0,98,1.0
122,1616,0.760528723453548,76.0528723453548,0.07424190003697577,1,대출 보류(추가 심사),1.036204744,54,2,0.136162433,10391.0,10,4,0,2,3.0
123,37920,0.760414023518499,76.0414023518499,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,60,98,0.0,,0,98,0,98,0.0
124,52388,0.7591898730904587,75.91898730904587,0.07424190003697577,1,대출 보류(추가 심사),0.816221162,62,3,2644.0,,6,5,1,2,0.0
125,54497,0.7589894816465605,75.89894816465605,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,63,98,0.0,2416.0,0,98,0,98,0.0
126,1215,0.7577907251064263,75.77907251064264,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,64,1,0.889688249,2501.0,3,8,1,1,0.0
127,81263,0.7574469370456265,75.74469370456265,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,47,7,0.446815805,11666.0,5,2,2,2,0.0
128,92305,0.7567340461058347,75.67340461058348,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,28,1,1.075027382,1825.0,5,4,1,0,3.0
129,92314,0.7563715787852662,75.63715787852662,0.07424190003697577,1,대출 보류(추가 심사),1.218430034,39,1,0.18877041,6001.0,7,4,0,0,2.0
130,56975,0.7560056659376504,75.60056659376504,0.07424190003697577,1,대출 보류(추가 심사),1.318936877,29,2,0.414870353,3200.0,6,3,1,0,4.0
131,86694,0.7551730298820167,75.51730298820168,0.07424190003697577,1,대출 보류(추가 심사),1.017589957,60,5,0.562400906,4414.0,9,5,1,1,1.0
132,76001,0.7549445622443485,75.49445622443484,0.07424190003697577,1,대출 보류(추가 심사),2.855721393,37,0,0.589815683,3200.0,4,3,1,2,3.0
133,58778,0.754754173083076,75.4754173083076,0.07424190003697577,1,대출 보류(추가 심사),0.96920308,42,3,0.53304442,3691.0,11,1,1,2,3.0
134,1234,0.7535708018036338,75.35708018036338,0.07424190003697577,1,대출 보류(추가 심사),1.475083056,44,2,0.615195173,8120.0,10,9,1,0,3.0
135,45486,0.7533455858725921,75.33455858725921,0.07424190003697577,1,대출 보류(추가 심사),0.958983695,59,3,0.671178099,3250.0,9,2,0,3,0.0
136,65937,0.7531538061827737,75.31538061827737,0.07424190003697577,1,대출 보류(추가 심사),0.943584886,42,3,0.43061882,9000.0,6,6,1,1,4.0
137,82439,0.7530413389143266,75.30413389143266,0.07424190003697577,1,대출 보류(추가 심사),1.777424857,60,1,0.48929012,17833.0,6,12,1,1,1.0
138,14427,0.7529303181880154,75.29303181880154,0.07424190003697577,1,대출 보류(추가 심사),0.684421039,36,1,1.622853978,5416.0,13,0,4,2,0.0
139,64566,0.7525877185266313,75.25877185266313,0.07424190003697577,1,대출 보류(추가 심사),0.922269433,25,3,911.0,,14,0,0,2,0.0
140,42942,0.7522599785333902,75.22599785333902,0.07424190003697577,1,대출 보류(추가 심사),1.851913478,47,1,0.528533129,2610.0,4,4,1,1,1.0
141,24959,0.7522432765222778,75.22432765222779,0.07424190003697577,1,대출 보류(추가 심사),0.972432805,51,5,0.470127837,7665.0,12,5,2,2,1.0
142,53067,0.7520679323250479,75.2067932325048,0.07424190003697577,1,대출 보류(추가 심사),1.051698181,54,2,0.851068159,4914.0,21,0,0,1,0.0
143,62623,0.7517346269178196,75.17346269178195,0.07424190003697577,1,대출 보류(추가 심사),1.067843866,47,1,631.0,,5,7,0,0,2.0
144,30816,0.7516984568327538,75.16984568327538,0.07424190003697577,1,대출 보류(추가 심사),0.809653668,49,0,0.351729654,5000.0,8,7,0,5,3.0
145,76665,0.7512271114507731,75.12271114507732,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,74,2,0.30802194,5833.0,4,5,1,2,2.0
146,22057,0.7504544473878383,75.04544473878383,0.07424190003697577,1,대출 보류(추가 심사),1.041927054,52,5,0.453651923,5900.0,10,4,1,0,3.0
147,43179,0.7490008333592632,74.90008333592631,0.07424190003697577,1,대출 보류(추가 심사),1.030224983,57,2,0.428632754,4658.0,9,4,0,2,0.0
148,40443,0.7485150909137991,74.85150909137991,0.07424190003697577,1,대출 보류(추가 심사),0.974197609,42,2,0.568468102,4921.0,21,2,1,2,3.0
149,16295,0.7482466608702736,74.82466608702735,0.07424190003697577,1,대출 보류(추가 심사),0.878282014,53,2,0.931484937,3750.0,10,5,1,1,0.0
150,53352,0.7474104983496185,74.74104983496184,0.07424190003697577,1,대출 보류(추가 심사),0.942906439,59,1,0.960207958,5000.0,8,3,3,3,0.0
151,93909,0.7473435711383714,74.73435711383713,0.07424190003697577,1,대출 보류(추가 심사),1.122507123,36,1,0.355822089,2000.0,6,4,0,2,1.0
152,10431,0.7465931661106485,74.65931661106485,0.07424190003697577,1,대출 보류(추가 심사),0.990033223,38,0,0.553645961,4072.0,8,3,2,3,3.0
153,85388,0.7465161831661586,74.65161831661587,0.07424190003697577,1,대출 보류(추가 심사),1.045114181,45,4,0.630888781,6176.0,16,0,1,3,1.0
154,43369,0.7462130096066268,74.62130096066268,0.07424190003697577,1,대출 보류(추가 심사),1.114926278,38,2,0.49370126,5000.0,9,2,2,2,2.0
155,77988,0.7461106370771283,74.61106370771283,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,39,4,0.815491941,4156.0,11,1,1,2,3.0
156,10929,0.7460739907506428,74.60739907506428,0.07424190003697577,1,대출 보류(추가 심사),1.156562292,26,1,0.381327334,2666.0,15,1,0,3,2.0
157,14012,0.7457784209917832,74.57784209917831,0.07424190003697577,1,대출 보류(추가 심사),0.946649595,48,2,0.836444444,8999.0,13,3,2,4,0.0
158,38877,0.7452704192779822,74.52704192779822,0.07424190003697577,1,대출 보류(추가 심사),1.177180283,76,1,0.6970396,2600.0,5,3,2,1,0.0
159,77043,0.745229204106592,74.5229204106592,0.07424190003697577,1,대출 보류(추가 심사),1.457085828,42,1,0.209596801,3000.0,4,5,0,1,3.0
160,64195,0.7451474065285508,74.51474065285508,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,39,1,0.132099553,4700.0,2,6,0,3,1.0
161,54427,0.7449728234370856,74.49728234370856,0.07424190003697577,1,대출 보류(추가 심사),1.072106262,50,5,2.160332023,2288.0,9,2,3,0,2.0
162,101284,0.7447108051941543,74.47108051941544,0.07424190003697577,1,대출 보류(추가 심사),1.117520381,51,5,0.807153966,4500.0,9,2,2,1,1.0
163,63552,0.7437652264319036,74.37652264319036,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,26,3,0.575245365,1833.0,7,1,0,2,0.0
164,85775,0.7428286302351237,74.28286302351236,0.07424190003697577,1,대출 보류(추가 심사),0.715184002,60,1,0.936549326,2300.0,4,3,1,3,0.0
165,47475,0.7420210149924166,74.20210149924166,0.07424190003697577,1,대출 보류(추가 심사),0.505463846,34,2,0.221692329,7338.0,9,5,1,2,3.0
166,72957,0.7416966627630481,74.16966627630481,0.07424190003697577,1,대출 보류(추가 심사),1.334661355,42,3,1237.0,,6,2,0,0,0.0
167,23784,0.741554611137009,74.15546111370091,0.07424190003697577,1,대출 보류(추가 심사),0.976949795,50,5,0.709079181,6200.0,10,1,2,5,3.0
168,98374,0.7413433810668909,74.13433810668909,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,56,2,0.13280409,7431.0,3,4,0,3,1.0
169,62637,0.7410549032123311,74.10549032123312,0.07424190003697577,1,대출 보류(추가 심사),0.996001999,63,8,1754.0,,11,3,0,3,0.0
170,17174,0.7402229432280001,74.02229432280001,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,36,1,0.524072612,3800.0,1,1,1,2,3.0
171,52146,0.7385413280220705,73.85413280220705,0.07424190003697577,1,대출 보류(추가 심사),1.007056452,52,3,1.230575868,4375.0,10,3,0,7,1.0
172,60872,0.7380076092195405,73.80076092195405,0.07424190003697577,1,대출 보류(추가 심사),1.059424327,45,4,0.363911013,3640.0,6,2,0,1,0.0
173,30651,0.7376079842018113,73.76079842018113,0.07424190003697577,1,대출 보류(추가 심사),1.034878639,42,2,1.241648898,5627.0,17,0,1,1,4.0
174,93682,0.7374697958770838,73.74697958770838,0.07424190003697577,1,대출 보류(추가 심사),0.636955776,56,2,0.623317213,7650.0,10,4,3,2,0.0
175,28707,0.7374316855614803,73.74316855614804,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,26,4,1266.0,,8,3,0,2,0.0
176,32566,0.7373925816643575,73.73925816643575,0.07424190003697577,1,대출 보류(추가 심사),0.9999999,39,3,0.715187875,3166.0,18,6,2,1,1.0
177,83003,0.7369831380856942,73.69831380856941,0.07424190003697577,1,대출 보류(추가 심사),1.101057579,35,3,0.406175012,6250.0,9,3,1,1,0.0
